0,584246387729296
0,621670531057519
0,655588822376768
0,655254979195275
0,769393048792727
0,756542128911598
0,737390151902561
0,795363008823918
0,782499600422938
0,786037911034491
0,775391053178901
0,886941031827482
0,892710171554989
0,916772958987614
0,91036077443117
0,949073984904249
1,198989459263947
1,346834302893218
1,366197615694028
1,315440141781455
1,324316249830749
1,322489851998658
1,340817399884407
1,267906601707491
1,259825615821515
1,295892139608105
1,252692157673818
1,242328946889457
1,297140508614995
1,237654068949028
1,235844858181114
1,251523151849794
1,253161813835599
1,254072632081335
1,215489416104483
1,226985925554126
1,247090391605284
1,223630632920228
1,223184934704026
1,224027821229466
1,25333284660914
1,187025624450307
1,181955374175246
1,176242236374341
1,206094071861104
1,210504011667711
1,164955047131723
1,190598398282361
1,187292188053846
1,1948839821358
1,177499250278811
1,180484969666465
1,151316296796397
1,275923132384035
1,283551684562309
1,227170220948452
1,246177268129707
1,255408796907514
1,274797391680543
1,259869548238794
1,263966950673416
1,261646210505592
1,287785558199374
1,297352650969911
1,270577002679685
1,295667554147146
1,296251479523652
1,291906332125479
1,303065862178376
1,29707266395501
1,313531585574881
1,298537002183319
1,308034215775411
1,316205422333179
1,344014366812809
1,309377240462112
1,360133582020159
1,401446369250683
1,412797604740557
1,352924313391049
1,421545805512242
1,411192282575396
1,394207958890838
1,393485531695722
1,388180132424938
1,397555724578297
1,397981784055229
1,398095589344686
1,368378271309855
1,39597924110428
1,393486995019336
1,387393761098543
1,370953367826687
1,363528703825046
1,380181781427789
1,376544723499181
1,376243740879298
1,37193646850716
1,379303952371386
1,384429520726657
1,366173531664791
1,363660971279318
1,357004085222441
1,392197669998702
1,319688152831281
1,351435050224039
1,337706347225566
1,273964260004588
1,261023540296672
1,294301952486683
1,26724296745918
1,240372799493
1,230439670219809
1,192212683754718
1,192301618870832
1,210891263868158
1,237925597873081
1,248125871913258
1,212561763487102
1,219547483284986
1,219809332770045
1,201937927355285
1,222541814858218
1,220131797050672
1,239992617760568
1,214019496073319
1,215770907131014
